GA2,ga,Nedstrøms Objekt ID i kart app,Oppstrøms ID,SF 2026 ID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Vurderin vandringshinder,x,y,OBJECTID,Kommentar.1,Vanndybde_oppstrøms,Innvendig diameter,Innv diam mm,Lengde,Vurdering_vannføring,Vurdering vannhastighet,Stedsnavn.1,Vurdering_oppgangshinder,x.1,y.1,Justert konsekvens,Vurderin vandringshinder.1,identifikasjon_lokalId,kommentar utfyllende,Bilde gruppe,FK kommentar,Regine,NVDB,Dublett,Kom til NVDB,Statsveg/fylkesveg,Vassdrag, Er stikkrenna/kulverten et problem for fiskevandring?,Hva er problemet?,"Diameter (cm) (omtrentlig, noen er anslåelser derom det var vanskelig å komme nærme nok kulverten for å måle)",Kommentar stikkord,OBJ.VEGOBJEKT-ID,VSR.VEGSYSTEMREFERANSE,EGS.BRUKSOMRÅDE.6981,"EGS.DIAMETER, INNVENDIG (MM).3113","EGS.BREDDE, INNVENDIG (MM).4548","EGS.HØYDE, INNVENDIG (MM).4549","EGS.DIAMETER, INNVENDIG (MM).3113.1",EGS.HAR INNLØPSRIST.1923,EGS.LENGDE (M).1323,EGS.MATERIALTYPE.6983,EGS.SPESIELLE PROBLEM.4562,EGS.GJENNOMLØP FOR ELV/BEKK.10223,LOK.GEOMETRI,LOK.TYPEVEG,EGS.TILLEGGSINFORMASJON.10771,LOK.KOMMUNE,EGS.TVERRSNITTSFORM.6984,EGS.TYPE UTLØP.1940,Stikk_bru
242.0,242.0,247,248,,"Selve kulvert ikke hinder, men bekk nedstrøms ser begrenset ut. Ser dog noen rumpetroll. Usikker på vandring opp fra elv hit ",Nei,0,0,15.0,Mandal ,Nei,"418 635,2","6 447 808,108",248.0,gjengrodd men greit rør,5.0,80.0,800.0,12.0,Lav,Lav,0,0.0,"418 640,608","6 447 823,962",Ikke hinder,Nei,022-872-R,0,,,022.AA1B,86105539,1426158,,,Eidsåna,,,,,86105539.0,FV3976 S2D1 m7174,Vann,600.0,,,600.0,,10.0,Stål,,,POINT Z (66132.384 6470780.445 146.918),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
518.0,518.0,523,519,,Usikker på om der kommer fisk til denne kulverten. Men den er ikke hinder. ,Nei,0,0,40.0,Mandal ,Nei,"421 135,328","6 435 190,684",519.0,Usikker på om bekken ut fra kulvert går opp til kjenn. Eller om dette bare en en bekk som er dannet på grunn av regn. ,60.0,80.0,800.0,12.0,Lav,Middels,Mandal ,0.0,"421 133,55","6 435 203,542",Ikke hinder,Nei,022-792-R,0,,,022.226,86109139,3600,,,Kumlefjorden bekkfelt,,,,,86109139.0,FV3972 S2D1 m1812,Vann,600.0,,,600.0,,12.0,Plast,,,POINT Z (67483.134 6457969.1 15.115),Enkel bilveg,,Kristiansand,Sirkulær,,StikkKulv
601.0,601.0,607,605,,Dobbelt med rør,Nei,0,0,18.0,Kvernsbekken,Nei,"401 046,062","6 440 287,77",605.0,To stk kuverter,30.0,80.0,800.0,15.0,Middels,Middels,Kvernbekken,0.0,"401 059,762","6 440 290,599",Ikke hinder,Nei,023-137-R,0,,,023.A21,297498622,211389483,,,Audna - Melhusfossen til Kittelsbekken bekkefelt,,,,,297498622.0,FV460 S2D1 m1306,Vann,600.0,,,600.0,,10.63,Plast,,,POINT Z (47906.989 6464833.624 4.49),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
428.0,428.0,433,430,,"Ikke hinder, kulvert ser ok ut. Greit med vann. ",Nei,0,0,80.0,Grimstad ,Nei,"470 363,338","6 459 459,789",430.0,Lav vannhastighet. Noe kvist foran kulvert ellers ok. Grei bekk oppstrøms. ,20.0,80.0,800.0,10.0,Lav,Lav,Grimstad ,0.0,"470 365,716","6 459 447,011",Ikke hinder,Nei,019-578-R,0,,,019.220,766073580,468574958,,,"Bufjorden, bekkefelt",,,,,766073580.0,FV3608 S1D1 m2436,Vann,600.0,,,600.0,Nei,9.53,Betong,,Ja,POINT Z (118801.625 6477779.53 1.547),Enkel bilveg,,Grimstad,Sirkulær,I bekk/elv,StikkKulv
119.0,119.0,124,127,,Ikke fiskehabitat oppstrøms. Igjengrodd nedstrøms,Nei,0,0,10.0,Lyngør ,Usikker,"511 681,686","6 505 308,153",127.0,"Igjengrodd bekk, kulvert ikke nødvendigvis hinder. ",5.0,80.0,800.0,10.0,Lav,Lav,0,0.0,"511 672,356","6 505 295,856",Partiell,Usikker,Ikke VF,0,,,018.4,84585498,-681488082,,,,,,,,84585498.0,FV3438 S1D1 m8269,Vann,800.0,,,800.0,Nei,15.0,Plast,,,POINT Z (164116.101 6519819.469 14.363),Enkel bilveg,,Risør,Sirkulær,Kum,StikkKulv
318.0,318.0,323,319,,"Grei kulvert nedstrøms, og fint bekkeløp. Bekk er helt tør. Stålkulvert, som er noe ødelagt innvendig oppstrøms. Se bilder på punkt oppstrøms. ",Nei,0,0,0.0,Arendal ,Usikker,"485 240,14","6 483 036,959",319.0,"Helt tør bekk, men fint bekkeløp. Vannrør i plast inni kulvert, denne vil kunne samle noe kvist. Selve kulverten er rustet og denne vil lekke mye vann oppstrøms. Bør utbedres. ",0.0,80.0,800.0,12.0,Lav,Lav,Arendal ,0.0,"485 228,052","6 483 030,374",Partiell,Usikker,019-497-R,0,,,019.12Z,84434435,-151063,,,"Longumvatnet, bekkefelt",,,,,84434435.0,FV3508 S1D1 m853,Vann,800.0,700.0,1000.0,800.0,Nei,6.0,Stål,,Ja,POINT Z (135743.157 6499977.058 37.081),Enkel bilveg,,Arendal,Sirkulær,I bekk/elv,StikkKulv
334.0,334.0,339,335,,"Er noe høyde opp mot kulvert, men ikke så høyt at denne ikke burde kunne vandres ved litt høyere vannføring. Fint habitat nedstrøms. 2 betongkulverter på rundt 80cm invendig ",Nei,30,0,10.0,Gjerstad ,Usikker,"507 604,348","6 524 180,356",335.0,"Tørre oppstrøms, ikke hinder. Samlet seg noe grein foran ingang, men disse ble fjernet. Disse ser greie ut oppstrøms. ",0.0,80.0,800.0,22.0,Lav,Lav,Gjerstad ,0.0,"507 604,295","6 524 206,331",Partiell,Usikker,018-76-R,0,,,018.2D,84453714,19279,,,"Gjerstadvatnet, bekkefelt",,,,,84453714.0,FV3688 S1D1 m3819,Vann,800.0,,,800.0,Nei,20.0,Betong,,,POINT Z (161751.064 6539038.228 144.383),Enkel bilveg,,Gjerstad,Sirkulær,I bekk/elv,StikkKulv
85.0,85.0,90,94,,"Finner ikke utløp, veldig mye vegetasjon, gravd ned? ",Nei,0,0,0.0,Skoleveien (bekk fra Stemmetjønn til fjord),Ja,"492 390,218","6 484 456,07",94.0,"Kulvert ok, bekk igjengrodd. ",10.0,80.0,800.0,10.0,Lav,Lav,Eydehavn,0.0,"492 377,976","6 484 473,717",Absolutt,Ja,018-172-R,0,,,018.712,84464853,11139,,,"Flostadøysund, bekkefelt",,,,,84464853.0,KV13438 S1D1 m138,Vann,800.0,,,800.0,Nei,20.0,Betong,,,POINT Z (143001.157 6500760.242 5.47),Enkel bilveg,,Arendal,Sirkulær,I skråning/terreng,StikkKulv
436.0,436.0,441,438,,"Litt lite vann. Fint bekk ned til tjern, noe småfisk nedstrøms. ",Nei,15,0,20.0,Vegårshei ,Nei,"493 154,246","6 519 554,95",438.0,Grei bekk oppstrøms. ,20.0,80.0,800.0,20.0,Lav,Lav,Vegårshei ,0.0,"493 183,424","6 519 555,11",Ikke hinder,Nei,018-264-R,0,,,018.F,84465822,969,,,Vegår bekkefelt,,,,,84465822.0,FV3702 S1D1 m2968,Vann,800.0,,,800.0,Nei,24.23430061,Betong,,,POINT Z (146932.7 6535698.119 192.374),Enkel bilveg,,Vegårshei,Sirkulær,I skråning/terreng,StikkKulv
367.0,367.0,372,369,,Sikkert grei kulvert. Lav vannføring.,Nei,5,0,40.0,0,Nei,"495 441,557","6 502 287,814",369.0,Noe kvist foran kulvert. Veldig tørt. ,0.0,80.0,800.0,10.0,Lav,Lav,0,0.0,"495 438,461","6 502 272,281",Ikke hinder,Nei,018-196-R,0,,,018.BZ,84466513,691,,,Skjerka,,,,,84466513.0,FV3470 S1D1 m2531,Vann,800.0,,,800.0,Nei,8.0,Betong,,,POINT Z (147633.146 6518264.43 45.994),Enkel bilveg,,Tvedestrand,Sirkulær,I skråning/terreng,StikkKulv
451.0,451.0,456,452,,Tjern/myr nedstrøms. Ikke hinder ,Nei,0,0,20.0,Vegårshei ,Nei,"482 728,167","6 508 540,879",452.0,"Tre kulverter i betong på 80cm. Fin bekk oppstrøms, litt lite vann. Går ikke vann gjennom kulvert. ",20.0,80.0,800.0,10.0,Lav,Lav,Vegårshei ,0.0,"482 731,659","6 508 548,917",Ikke hinder,Nei,019-408-R,0,,,019.C3,84520799,54286,,,"Ufsvatn, bekkefelt",,,,,84520799.0,FV3698 S1D1 m4333,Vann,800.0,,,800.0,Nei,5.79506111,Betong,,Ja,POINT Z (135527.191 6525652.435 292.139),Enkel bilveg,,Vegårshei,Sirkulær,I bekk/elv,StikkKulv
450.0,450.0,455,451,,"Tørt rett ved kulverter, ellers mye vann nedstrøms. Renner ikke vann gjennom kulvert. ",Nei,10,0,60.0,Vegårshei ,Nei,"483 339,395","6 508 388,302",451.0,To rør på 80cm. Mest mye oppstrøms ,30.0,80.0,800.0,12.0,Lav,Lav,Vegårshei ,0.0,"483 330,479","6 508 379,685",Ikke hinder,Nei,019-408-R,0,,,019.C3,84520820,21,,,"Ufsvatn, bekkefelt",,,,,84520820.0,FV3698 S1D1 m3687,Vann,800.0,,,800.0,Nei,7.05220582,Betong,,Nei,POINT Z (136112.263 6525434.057 291.697),Enkel bilveg,To stk 800 betong ligger paralelt.,Vegårshei,Sirkulær,I bekk/elv,StikkKulv
400.0,400.0,405,402,,Kulvert blokkert av stor stein og kvist. Helt klart hinder. Dette har gjort at siste betongelement er løsnet fra resten. Greit bekkeløp nedstrøms,Nei,0,0,20.0,Langangsveien (sidebekk Langangselva),Ja,"494 737,407","6 490 556,797",402.0,"Tørt oppstrøms, greit bekkeleie. Blokkert i bunn. ",2.0,80.0,800.0,16.0,Lav,Lav,Tvedestrand ,0.0,"494 753,432","6 490 557,474",Absolutt,Ja,018-258-R,0,,,018.7AZ,84582390,61570,,,Langangselva bekkefelt,,,,,84582390.0,FV422 S1D1 m5468,Vann,800.0,,,800.0,Nei,15.0,Betong,,,POINT Z (145905.177 6506629.94 15.134),Enkel bilveg,,Tvedestrand,Sirkulær,I bekk/elv,StikkKulv
397.0,397.0,402,399,,"Noe høyde opp mot kulvert, og kan ikke se gjennom rør. Mulig hinder. Renner ikke vann igjennom. Stillestående vann nedstrøms.",Nei,40,0,40.0,Tvedestrand ,Usikker,"494 486,648","6 490 911,04",399.0,"Ser ikke ut som vann renner igjennom. Lite vann oppstrøms, men greit bekkeløp ",15.0,80.0,800.0,16.0,Lav,Lav,Tvedestrand ,0.0,"494 504,913","6 490 907,36",Partiell,Usikker,018-258-R,0,,,018.7AZ,84582398,8,,,Langangselva bekkefelt,,,,,84582398.0,FV422 S1D1 m5017,Vann,800.0,,,800.0,Nei,14.0,Betong,,,POINT Z (145687.367 6507008.143 6.874),Enkel bilveg,,Tvedestrand,Sirkulær,I bekk/elv,StikkKulv
118.0,118.0,123,126,,"Plaststikkrenne, noe bregrenset habitat. Usikker på fisk, noe hinder",Ja,50,"Noe kulp an stein som ligger under kulvert, så skal gå å hoppe. Hvis der e fisk.",0.0,Lyngør ,Usikker,"511 606,951","6 505 328,08",126.0,lite vann og gjengrodd og i plast,2.0,80.0,800.0,30.0,Lav,Lav,Lyngør,0.0,"511 558,432","6 505 314,973",Partiell,Usikker,Ikke VF,0,,,018.4,84585500,3102,,,,,,,,84585500.0,FV3438 S1D1 m8156,Vann,800.0,,,800.0,Nei,40.0,Betong,,,POINT Z (164009.85 6519854.195 16.979),Enkel bilveg,,Risør,Sirkulær,Kum,StikkKulv
114.0,114.0,119,122,,Grei kulvert ,Nei,0,0,0.0,Lyngør ,Nei,"507 549,919","6 505 160,74",122.0,0,0.0,80.0,800.0,8.0,Lav,Lav,Lyngør ,0.0,"507 554,405","6 505 137,059",Ikke hinder,Nei,Ikke VF,0,,,018.4,84585588,88,,,,,,,,84585588.0,FV3438 S1D1 m3678,Vann,800.0,,,800.0,Nei,12.0,Betong,,,POINT Z (159987.488 6520036.926 32.946),Enkel bilveg,,Risør,Sirkulær,Kum,StikkKulv
488.0,488.0,493,488,,"Tett nedstrøms, en kombinasjon av kvist, søppel og stein. Ved høy vannføring ville nok denne vært krevende og vandre gjennom på grunn av kum i tillegg. ",Nei,0,0,5.0,Messelveien (sidebekk Nidelva),Ja,"478 039,186","6 482 150,139",488.0,"Helt tørt oppstrøms, ser ut som der er en kun midt i. ",0.0,80.0,800.0,20.0,Lav,Lav,Froland ,0.0,"478 084,491","6 482 149,393",Absolutt,Ja,019-695-R,0,,,019.B31,84584859,-729,,,Nidelva Eivindstad - Messel bekkefelt,,,,,84584859.0,FV408 S1D1 m9020,Vann,800.0,,,800.0,Nei,25.0,Betong,,,POINT Z (128519.872 6499737.104 47.035),Enkel bilveg,,Froland,Sirkulær,,StikkKulv
524.0,524.0,529,525,,Kulvert ser ikke ut som hinder. Gjengrodd bekk nedstrøms. ,Nei,0,0,10.0,Mandal ,Nei,"419 119,889","6 432 527,884",525.0,"To stikkrenner som ligger over hverandre det den ene leder vann og er 50cm, med en over på 40cm. Denne kan fort tette deg med kvist. ",5.0,50.0,500.0,10.0,Lav,Høy,Mandal ,0.0,"419 121,925","6 432 535,595",Ikke hinder,Nei,Ikke VF,0,,,022.312,86100984,1516125,,,,,,,,86100984.0,FV3980 S2D1 m2995,Vann,400.0,,,400.0,,8.0,Plast,,,POINT Z (65255.581 6455479.478 14.145),Enkel bilveg,,Lindesnes,Sirkulær,Kum,StikkKulv
506.0,506.0,511,506,,Sannsynligvis ikke hinder. Litt gjengrodd bekk nedstrøms og litt vann ,Nei,20,0,5.0,Mandal ,Nei,"413 316,139","6 434 149,601",506.0,Sildrer såvidt vann igjennom. Gjengrodd og litt tør bekk oppstrøms. ,5.0,60.0,600.0,13.0,Lav,Lav,Mandal ,0.0,"413 305,768","6 434 151,702",Ikke hinder,Nei,Ikke VF,0,,,022.32A,86101877,893,,,,,,,,86101877.0,FV3984 S1D1 m370,Vann,600.0,,,600.0,,9.0,Betong,,,POINT Z (59603.046 6457613.281 13.142),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
525.0,525.0,530,526,,"Kulvert ok, ikke hinder. Veldig gjengrodd bekk nedstrøms ",Nei,0,0,20.0,Mandal ,Nei,"418 911,634","6 433 051,56",526.0,Gjengrodd landbrukspreget bekk oppstrøms. Gammel steinkulvert. Ikke hinder ,20.0,60.0,600.0,9.0,Lav,Lav,Mandal ,0.0,"418 916,974","6 433 048,449",Ikke hinder,Nei,Ikke VF,0,,,022.312,86100954,-923,,,,,,,,86100954.0,FV3980 S2D1 m3743,Vann,,700.0,1500.0,700.0,,9.0,Naturstein,,,POINT Z (65097.93 6456015.625 2.581),Enkel bilveg,,Lindesnes,Rektangulær,I bekk/elv,StikkKulv
408.0,408.0,413,410,,"Betongelementer er løsnet fra hverandre i bunn. Lite vannføring. Usikker på om fisk kommer opp hit, hvis de gjør det, vil denne sannsynligvis være hinder ",Nei,35,0,30.0,Rykeneveien 407 (sidebekk for bekk som renner fra Temse til Nidelva),Ja,"479 322,36","6 473 067,487",410.0,"Svært redusert bekkeløp, går sau langs bekk. My vegetasjon i bekk. ",10.0,80.0,800.0,40.0,Lav,Lav,Arendal ,0.0,"479 291,721","6 473 072,505",Absolutt,Ja,019-493-R,0,,,019.A23Z,84686604,-1414350,,,"Temse, bekkefelt",,,,,84686604.0,FV407 S3D1 m879,Vann,800.0,,,800.0,Nei,17.0,Betong,,Ja,POINT Z (128936.798 6490575.201 22.612),Enkel bilveg,,Grimstad,Sirkulær,I bekk/elv,StikkKulv
140.0,140.0,146,149,,"Grei kulvert, sikkert ok for Aure fra tjern til tjern. Noe tør oppstrøms. Gammel kulvert ",Nei,0,0,30.0,Søm ,Nei,"450 764,62","6 446 077,034",149.0,mye vann og grei betongkulvert,3.0,80.0,800.0,15.0,Lav,Lav,Fylkesgrensa,0.0,"450 769,256","6 446 010,267",Ikke hinder,Nei,020-405-R,0,,,020.4231,84704863,18259,,,Kvåsefjorden - Kvarenesfjorden bekkefelt,,,,,84704863.0,FV401 S1D1 m11331,Vann,800.0,,,800.0,,12.0,Betong,,,POINT Z (98051.692 6466166.711 54.227),Enkel bilveg,,Lillesand,Sirkulær,,StikkKulv
429.0,429.0,434,431,,"Ser grei ut nedstrøms, men er ikke noe vann. Usikker på grunn av lengde ",Nei,0,0,0.0,Grimstad ,Usikker,"468 855,077","6 459 795,405",431.0,Helt tør oppstrøms. Men kan se bekkeleie. ,0.0,80.0,800.0,60.0,Lav,Lav,Grimstad ,0.0,"468 881,872","6 459 840,108",Partiell,Usikker,"oppstr 020-69-R

",0,,,020.11Z,84767563,62700,,,,,,,,84767563.0,FV420 S9D1 m8027,Vann,800.0,,,800.0,,56.0,Betong,,,POINT Z (117362.224 6478284.171 20.748),Enkel bilveg,,Grimstad,Sirkulær,,StikkKulv
528.0,528.0,533,528,,Mistenker at denne er hinder. Lite vannføring gjennom kulvert. Og substrat nedstrøms bærer preg av lav vannføring. ,Nei,0,0,40.0,Mandal ,Usikker,"419 783,792","6 434 381,654",528.0,Ser ikke ut som om mye vann renner gjennom stikkrenne. Mye vegetasjon foran innløp til stikkrenne og i bekk. ,40.0,70.0,700.0,30.0,Lav,Lav,Mandal ,0.0,"419 824,12","6 434 375,476",Partiell,Usikker,Ikke VF,0,,,022.312,86109271,1341708,,,,,,,,86109271.0,FV3972 S1D1 m5229,Vann,600.0,,,600.0,,23.0,Plast,,,POINT Z (66103.14 6457262.381 1.807),Enkel bilveg,,Lindesnes,Sirkulær,,StikkKulv
222.0,222.0,227,229,,"Ok kulvert sannsynligvis, vannet er veldig stillestående og mye sediment og slam ",Nei,0,0,20.0,Tvedestrand ,Nei,"502 031,758","6 498 203,678",229.0,"gjengrodd, men ok, mye rør og ledninger i grøft",5.0,80.0,800.0,20.0,Lav,Lav,0,0.0,"502 044,216","6 498 225,395",Ikke hinder,Nei,018-175-R,0,,,018.61Z,84793177,-1316094,,,"Kråkvågbekken, inkl. bekkefelt",,,,,84793177.0,FV411 S3D1 m807,Vann,800.0,,,800.0,Nei,33.0,Plast,,,POINT Z (153872.535 6513619.088 16.585),Enkel bilveg,,Tvedestrand,Sirkulær,I skråning/terreng,StikkKulv
265.0,265.0,270,269,,"Tenker vandringshinder siden det er mye mellomrom mellom betongelementer i kulvert, vil derfor lekke mye vann. Kulvert veldig tør ",Nei,5,0,20.0,Leireveien (bekk renner ut mot Stølekilen),Ja,"426 482,138","6 437 740,232",269.0,"helt ok, kulvert grei, tørr",10.0,80.0,800.0,12.0,Lav,Lav,0,0.0,"426 487,712","6 437 765,203",Absolutt,Ja,022-723-R,0,,,022.221,86099858,1306681,,,Hundsøyfjorden bekkefelt,,,,,86099858.0,FV3972 S3D1 m5265,Vann,800.0,,,800.0,,25.0,Betong,,,POINT Z (73073.428 6460034.168 1.848),Enkel bilveg,,Kristiansand,Sirkulær,I skråning/terreng,StikkKulv
513.0,513.0,518,514,,God vannføring nå. Kulvert ikke hinder. Grei bekk nedstrøms. ,Nei,0,0,50.0,Mandal ,Nei,"423 023,513","6 435 448,504",514.0,Grei vannføring. Fin bekk oppstrøms. Kulvert ser ikke ut som hinder oppstrøms. ,50.0,80.0,800.0,16.0,Middels,Middels,Mandal ,0.0,"423 025,105","6 435 483,381",Ikke hinder,Nei,022-792-R,0,,,022.226,86109052,9194,,,Kumlefjorden bekkfelt,,,,,86109052.0,FV3972 S2D1 m4284,Vann,800.0,,,800.0,,17.0,Plast,,,POINT Z (69413.74 6458053.527 13.154),Enkel bilveg,,Kristiansand,Sirkulær,,StikkKulv
602.0,805.0,,34,,,,,,,,,,,34.0,"Gitter med 20cm mellomrom, samler søppel og noe sediment. Tenker denne er krevende og skulle vandre gjennom. ",10.0,80.0,800.0,100.0,Middels,Lav,Ålefjær,0.0,"440 661,88","6 457 807,895",Ikke angitt,0,021-1485-R,0,,,021.A4Z,86132701,23649,,,Venneslafjorden bekkefelt,,,,,86132701.0,FV453 S1D1 m1105,Vann,800.0,,,800.0,Ja,15.94,Betong,,Ja,POINT Z (89006.193 6478788.967 96.812),Enkel bilveg,,Vennesla,Sirkulær,Kum,StikkKulv
26.0,26.0,30,35,,"Lite vann, noe sedimenter i bunnen av kulvert. Ikke barriere. ",Nei,0,0,3.0,Ålefjær,Nei,"440 509,097","6 457 981,699",35.0,"Burde være ok å vandre gjennom, lav vannføring nå. Noe tør. Er fjernet en del kantvegetasjon oppstrøms. ",5.0,80.0,800.0,10.0,Lav,Lav,Ålefjær,0.0,"440 521,173","6 457 974,797",Ikke hinder,Nei,021-1485-R,0,,,021.A4Z,86132720,19,,,Venneslafjorden bekkefelt,,,,,86132720.0,FV453 S1D1 m893,Vann,800.0,,,800.0,Nei,13.06,Betong,,Ja,POINT Z (88881.94 6478960.427 92.228),Enkel bilveg,,Vennesla,Sirkulær,Åpen grøft,StikkKulv
29.0,29.0,33,38,,Lite vann og veldig mye stigning vil gjøre veien opp mot røret vanskelig. Ikke mulighet for serlig hopping heller. Sannsynlig hinder mulig barriere ,Nei,50,0,0.0,Ålefjær,Usikker,"440 323,048","6 458 037,284",38.0,Sannsynligvis høy vannføring og hastighet ved mer nedbør grunnet vinkling. Gitter forann åpning med 15cm åpning. Vil sannsynligvis ikke fungere til vandring. ,2.0,80.0,800.0,15.0,Lav,Lav,Ålefjær ,0.0,"440 335,427","6 458 008,277",Partiell,Usikker,021-1485-R,0,,,021.A4Z,86132736,dubl,,,Venneslafjorden bekkefelt,,,,,86132736.0,FV453 S1D1 m673,Vann,800.0,,,800.0,Ja,27.22,Betong,,Ja,POINT Z (88702.418 6479032.078 80.352),Enkel bilveg,,Vennesla,Sirkulær,I skråning/terreng,StikkKulv
13.0,13.0,17,22,,"Det renner ikke vann gjennom rør, røret er tett oppstrøms inni. burde ryddes. mye søppel nedstrøms, ellers fin  kantvegetasjon. mye søppel nedstrøms. vandringsbarriere nå",Nei,0,0,0.0,Ålefjørveien (bekk renner ut i Hemningsvannet),Ja,"443 035,647","6 452 806,201",22.0,"grei vannføring, hastighet nå dårlig, alt for aeutroft vann for øyeblikket, landbruksavdeling. mulig og gyttelmråde hvis bekk blir bedre. RØR ikke vandringshinder ",30.0,80.0,800.0,17.0,Middels,Lav,jålefjær,0.0,"443 051,95","6 452 812,737",Absolutt,Ja,021-717-R,Liten bekk,,,021.122Z,86133110,374,,,"Hemmingsvatnet, bekkefelt",,,,,86133110.0,FV452 S1D1 m6694,Vann,800.0,400.0,600.0,800.0,Nei,16.78,Naturstein,,Ja,POINT Z (90946.47 6473586.49 20.949),Enkel bilveg,Betong rør forlenger innløpet,Kristiansand,Rektangulær,I skråning/terreng,StikkKulv
133.0,133.0,139,141,,"Noe kvist nedstrøms, kort avstand til sjøen, litt lang, og rist foran. Rist er hinder ",Nei,0,0,30.0,Stangenesveien (bekk mellom Stangenestjørna og Stølekilen),Ja,"448 966,51","6 442 367,363",141.0,"gitter oppstrøms, fint vann, mye kvist foran",30.0,80.0,800.0,60.0,Lav,Lav,Randesund,0.0,"449 018,831","6 442 361,384",Absolutt,Ja,020-319-R,0,,,020.4240,86134575,1465,,,Østergapet-ytre bekkefelt,,,,,86134575.0,FV3900 S1D1 m1760,Vann,,,,800.0,,7.0,Naturstein,,,POINT Z (95959.61 6462619.174 1.998),Enkel bilveg,,Kristiansand,Rektangulær,Kum,StikkKulv
189.0,189.0,194,197,,Kulvert noe høyt over vannflate. Død fisk i vannet? Denne vil være hinder for ål. Noe anadrom fisk kan nok passere ,Nei,50,0,50.0,Mandal ,Usikker,"412 823,484","6 442 071,55",197.0,"litt kvistermsom demmer opp, og kalk på topp?",15.0,80.0,800.0,20.0,Lav,Lav,0,0.0,"412 811,365","6 442 071,933",Partiell,Usikker,022-815-R,0,,,022.A3Z,86188970,54395,,,Mandalselva - Øyslebø til Mandal bekkefelt,,,,,86188970.0,FV4226 S1D1 m10878,Vann,,800.0,900.0,800.0,,5.0,Naturstein,,,POINT Z (59814.895 6465558.835 12.811),Enkel bilveg,,Lindesnes,Rektangulær,Kum,StikkKulv
200.0,200.0,205,207,,"Grei kulvert, vandring fra innsjø til innsjø. ",Nei,0,0,20.0,Mandal ,Nei,"409 185,605","6 456 440,972",207.0,"vann til vann, ser småfisk, I plast",30.0,80.0,800.0,10.0,Middels,Lav,0,0.0,"409 195,939","6 456 448,853",Ikke hinder,Nei,022-650-R,0,,,022.B1Z,86200856,11886,,,Mandalselva - Laudal til Øyslebø bekkefelt,,,,,86200856.0,FV4016 S1D1 m5280,Vann,800.0,,,800.0,,12.0,Plast,,,POINT Z (57472.146 6480241.293 264.277),Enkel bilveg,,Lindesnes,Sirkulær,Kum,StikkKulv
520.0,520.0,525,522,,Usikker på denne. Bekk burde nok også vært rensket. ,Nei,0,0,10.0,Mandal ,Usikker,"420 965,212","6 434 302,287",522.0,Denne er relativt litt den lengre nedstrøms. Med stikkrenner i forskjellig høyde. Bekk burde renskes. Og synes kulvert burde vært anlagt anderledes. ,20.0,100.0,1000.0,10.0,Lav,Lav,Mandal ,0.0,"420 942,359","6 434 306,107",Partiell,Usikker,Ikke VF,0,,,022.226,86101116,-99740,,,,,,,,86101116.0,FV3980 S1D1 m417,Vann,1000.0,,,1000.0,,11.0,Plast,,,POINT Z (67242.638 6457089.462 3.726),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
403.0,403.0,408,405,,"Usikker på hinder, siden man ikke ser gjennom kulvert. Mistenker at denne er delvis fylt med sand og jord på grunn av vannhastighet. Og siden den ligger så dypt. Fin bekk nedstrøms, men noe kvist i bekk. ",Nei,0,0,20.0,Tvedestrand ,Usikker,"493 994,149","6 488 579,156",405.0,God vannføring. Ser fisk oppstrøms. Ser ikke gjennom kulvert. Fin bekk,60.0,80.0,800.0,10.0,Høy,Middels,Tvedestrand ,0.0,"494 003,531","6 488 595,57",Partiell,Usikker,018-257-R,0,,,018.712,119588630,33487514,,,Bekk til Strengereidvannet,,,,,119588630.0,FV422 S2D1 m2026,Vann,800.0,,,800.0,,10.0,Betong,,,POINT Z (144990.179 6504735.068 19.446),Enkel bilveg,,Arendal,Sirkulær,I bekk/elv,StikkKulv
221.0,221.0,226,228,,"Innløp oppstrøms muligens hinder, ble ikke funnet. Kulp som hjelper hopping opp kulvert. Noe usikker på hvor grei kulvert er invendig med tanke på hvordan den ligger. Men bør være ok for anadrom fisk, barriere for ål ",Ja,25,"Naturlig liten men dyp kulp, skal gå greit å hoppe opp ",60.0,Dypvågveien (bekk mellom Størdalstjennog Krogvågkilen),Ja,"501 879,09","6 498 106,307",228.0,"gjengrodd, masse kvist, finner ikke innløp, gjetter",20.0,80.0,800.0,50.0,Lav,Lav,0,0.0,"501 919,643","6 498 104,159",Absolutt,Ja,018-175-R,0,,,018.61Z,657407157,537818527,,,"Kråkvågbekken, inkl. bekkefelt",,,,,657407157.0,FV411 S3D1 m1010,Vann,800.0,,,800.0,,42.74,Betong,,Ja,POINT Z (153701.183 6513515.881 6.764),Enkel bilveg,,Tvedestrand,Sirkulær,I bekk/elv,StikkKulv
